instance_name,formulation,num_facilities,num_customers,total_demand,total_capacity,capacity_slack,num_vars,num_binary_vars,num_constraints,objective_value,root_lp_objective,lp_gap_fraction,best_bound,mip_gap,runtime_sec,mip_nodes,cuts_applied,status,time_limit_sec,gurobi_version,seed,instance_source,capacity_slack_param
random_f20_c60_s3,loose_big_m,20,60,1002.0,1212.0,1.2095808383233533,1220,1220,100,2900.38,298.8527398868088,0.8969608327574977,2900.3558787614106,8.316578720542443e-06,4.514849901199341,20655.0,117,OPTIMAL,,13.0.2,3,random,1.2
random_f20_c60_s3,tight_big_m,20,60,1002.0,1212.0,1.2095808383233533,1220,1220,80,2900.38,2765.145966087174,0.04662631583200336,2900.1000612000103,9.651797350342022e-05,4.451385021209717,26511.0,107,OPTIMAL,,13.0.2,3,random,1.2
random_f20_c60_s3,indicator,20,60,1002.0,1212.0,1.2095808383233533,1220,1220,100,2900.38,120.55091163189208,0.9584361664223681,2900.3799999999997,0.0,3.6173970699310303,15842.0,110,OPTIMAL,,13.0.2,3,random,1.2
